Date,Close,Market Return,Short MA,Long MA,Signal,Position,Position Change,Trading Cost,Strategy Return,Buy Hold Growth,Strategy Growth
2010-02-10,4757.2001953125,-0.0073966819512341075,4987.230029296875,,0,0.0,0.0,0.0,-0.0,0.909216011951234,1.0
2010-02-11,4826.85009765625,0.014640944144494794,4966.875024414063,,0,0.0,0.0,0.0,0.0,0.9225277927974923,1.0
2010-02-15,4801.9501953125,-0.005158623499793458,4943.9775390625,,0,0.0,0.0,0.0,-0.0,0.9177688192463546,1.0
2010-02-16,4855.75,0.011203740667701467,4924.155029296875,,0,0.0,0.0,0.0,0.0,0.9280512630900933,1.0
2010-02-17,4914.0,0.011996087113216314,4906.112524414062,,0,0.0,0.0,0.0,0.0,0.9391842468876526,1.0
2010-02-18,4887.75,-0.005341880341880323,4889.217529296875,,0,0.0,0.0,0.0,-0.0,0.9341672370217997,1.0
2010-02-19,4844.89990234375,-0.008766834976471793,4870.377514648438,,0,0.0,0.0,0.0,-0.0,0.9259775470144029,1.0
2010-02-22,4856.39990234375,0.0023736300505272645,4858.490014648438,,0,0.0,0.0,0.0,0.0,0.9281754751461099,1.0
2010-02-23,4870.0498046875,0.002810703940827164,4850.1925048828125,,0,0.0,0.0,0.0,0.0,0.9307843016118822,1.0
2010-02-24,4858.60009765625,-0.0023510451618440342,4842.727514648437,,0,0.0,0.0,0.0,-0.0,0.9285959856828572,1.0
2010-02-25,4859.75,0.00023667359334722526,4843.060009765625,,0,0.0,0.0,0.0,0.0,0.9288157598315565,1.0
2010-02-26,4922.2998046875,0.012870992270692883,4845.8125,,0,0.0,0.0,0.0,0.0,0.9407705402972462,1.0
2010-03-02,5017.0,0.01923901409302964,4852.560009765625,,0,0.0,0.0,0.0,0.0,0.958870037980332,1.0
2010-03-03,5088.10009765625,0.014171835291259649,4861.980004882813,,0,0.0,0.0,0.0,0.0,0.9724589862243131,1.0
2010-03-04,5080.25,-0.001542834752772615,4874.4875,,0,0.0,0.0,0.0,-0.0,0.9709586427047202,1.0
2010-03-05,5088.7001953125,0.0016633424167118438,4882.330004882812,,0,0.0,0.0,0.0,0.0,0.9725736794000039,1.0
2010-03-08,5124.0,0.0069369000594723396,4896.2625,,0,0.0,0.0,0.0,0.0,0.979320325814475,1.0
2010-03-09,5101.5,-0.0043911007025760895,4915.405004882812,,0,0.0,0.0,0.0,-0.0,0.9750200316437441,1.0
2010-03-10,5116.25,0.002891306478486788,4933.197509765625,,0,0.0,0.0,0.0,0.0,0.97783911337789,1.0
2010-03-11,5133.39990234375,0.0033520454129001287,4950.235009765625,,0,0.0,0.0,0.0,0.0,0.9811168744924427,1.0
2010-03-12,5137.0,0.0007013086306808525,4969.225,,0,0.0,0.0,0.0,0.0,0.9818049402242308,1.0
2010-03-15,5128.89990234375,-0.0015768148055771425,4984.327490234375,,0,0.0,0.0,0.0,-0.0,0.9802568156582965,1.0
2010-03-16,5198.10009765625,0.01349221014839408,5004.134985351562,,0,0.0,0.0,0.0,0.0,0.9934826466145538,1.0
