Date,Close,Daily Return,Fast MA,Slow MA,Signal,Position,Position Change,Trading Cost,Strategy Return,Strategy Growth,Buy Hold Growth
2010-02-17,4914.0,0.011996087113216314,4831.15009765625,,0,0.0,0.0,0.0,0.0,1.0,0.9391842468876526
2010-02-18,4887.75,-0.005341880341880323,4857.26005859375,,0,0.0,0.0,0.0,-0.0,1.0,0.9341672370217997
2010-02-19,4844.89990234375,-0.008766834976471793,4860.87001953125,,0,0.0,0.0,0.0,-0.0,1.0,0.9259775470144029
2010-02-22,4856.39990234375,0.0023736300505272645,4871.7599609375,,0,0.0,0.0,0.0,0.0,1.0,0.9281754751461099
2010-02-23,4870.0498046875,0.002810703940827164,4874.619921875,,0,0.0,0.0,0.0,0.0,1.0,0.9307843016118822
2010-02-24,4858.60009765625,-0.0023510451618440342,4863.53994140625,,0,0.0,0.0,0.0,-0.0,1.0,0.9285959856828572
2010-02-25,4859.75,0.00023667359334722526,4857.93994140625,,0,0.0,0.0,0.0,0.0,1.0,0.9288157598315565
2010-02-26,4922.2998046875,0.012870992270692883,4873.419921875,,0,0.0,0.0,0.0,0.0,1.0,0.9407705402972462
2010-03-02,5017.0,0.01923901409302964,4905.53994140625,,0,0.0,0.0,0.0,0.0,1.0,0.958870037980332
2010-03-03,5088.10009765625,0.014171835291259649,4949.15,,0,0.0,0.0,0.0,0.0,1.0,0.9724589862243131
2010-03-04,5080.25,-0.001542834752772615,4993.47998046875,,0,0.0,0.0,0.0,-0.0,1.0,0.9709586427047202
2010-03-05,5088.7001953125,0.0016633424167118438,5039.27001953125,,0,0.0,0.0,0.0,0.0,1.0,0.9725736794000039
