Date,Close,Signal,Position,Position Change,Trading Cost,Strategy Return,Growth,Drawdown,Strategy
2010-01-12,5210.39990234375,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,RSI Mean Reversion
2010-01-12,5210.39990234375,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,63-Day Momentum
2010-01-12,5210.39990234375,1.0,1.0,0.0,0.0,-0.007429420643412454,0.9948421614388094,-0.013518100833807334,Buy and Hold
2010-01-12,5210.39990234375,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,55/20 Breakout
2010-01-13,5233.9501953125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55/20 Breakout
2010-01-13,5233.9501953125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RSI Mean Reversion
2010-01-13,5233.9501953125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63-Day Momentum
2010-01-13,5233.9501953125,1.0,1.0,0.0,0.0,0.0045198628531673,0.9993387115690614,-0.009059337942444179,Buy and Hold
2010-01-13,5233.9501953125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MA 5/50
2010-01-14,5259.89990234375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RSI Mean Reversion
2010-01-14,5259.89990234375,1.0,1.0,0.0,0.0,0.004957958341768487,1.0042933912703373,-0.004146295420798363,Buy and Hold
2010-01-14,5259.89990234375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MA 5/50
2010-01-14,5259.89990234375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55/20 Breakout
2010-01-14,5259.89990234375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63-Day Momentum
2010-01-15,5252.2001953125,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,MA 5/50
2010-01-15,5252.2001953125,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,RSI Mean Reversion
2010-01-15,5252.2001953125,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,63-Day Momentum
2010-01-15,5252.2001953125,1.0,1.0,0.0,0.0,-0.0014638504865499558,1.0028232559008874,-0.005604076350779197,Buy and Hold
